Argument,Topic,Hyper_topic,Counter
"Social Media platform is being wrongly utilized by the political fraternity; to track, trace and manipulate one's viewpoint, without one's knowledge - which is dangerous for the democracy of any country.",Social media brings MORE HARM than good ,Social media,1215
Social media has created a new form of engagement for child predators.,Social media brings MORE HARM than good ,Social media,1215
The major harm with social media is that sometimes people use it for their own benefit by spreading fake news and misguiding others.,Social media brings MORE HARM than good ,Social media,1215
Fake news are easily spread resulting in wrongly informed citizens,Social media brings MORE HARM than good ,Social media,1215
"The problem is forced participation without consent. I am not on Facebook, but since I appear is others' pictures, a company I have not subscribed to is collecting my data and using it to their benefit.",Social media brings MORE HARM than good ,Social media,1215
"Social media intrudes on personal interactions with family and friends. Instead of enjoying the moment and being fully engaged, people feel a compelling need to see the latest trivial post, missing what is truly important.",Social media brings MORE HARM than good ,Social media,1215
Social media can harm as no filter nor right to really eliminate the publication is posibble. Always connected and Omnipresent produce a high speed propagation of (mis)infomation that can destroy somenone,Social media brings MORE HARM than good ,Social media,1215
The way social media is used is corrosive. Used as a sales platform to attract friends by posting a dishonest overwhelmingly positive view of their life. This makes their friends strive to exceed reducing self worth,Social media brings MORE HARM than good ,Social media,1215
"Social media gives users the sense of being anonymous or, at the very least, reduces social inhibitions, leading to bullying, trolling and the like.",Social media brings MORE HARM than good ,Social media,1215
"Social media has wreaked many people's life, specially youths and has become their living source. Social media has killed many youths and teens our age. It has made some people live a wrong and reckless life.",Social media brings MORE HARM than good ,Social media,1215
"Given that social media allows for the conveyance of meaning between humans without the necessary support of body language, tone, facial expression, demeanor, etc, often it conveys meaning that was not intended by the communicator.",Social media brings MORE HARM than good ,Social media,1215
"Social media are a dangerous tool for politicians, liars, cheaters and trolls.",Social media brings MORE HARM than good ,Social media,1215
Social media is a place where you can influence people by giving false statistics and no one would verify that,Social media brings MORE HARM than good ,Social media,1215
Social media affects the psychology of every person. Human started to reacted to imaginable things. They forgot to be natural. Security is not there if you access the social media. Privacy is lost.,Social media brings MORE HARM than good ,Social media,1215
"Greedy irresponsible companies intentionally engineer apps to employ psychological techniques that manipulate end user behavior for the sole benefit of the companies , completely disregarding end user well-being .",Social media brings MORE HARM than good ,Social media,1215
"Social Media usage is bringing more harm than good, people are getting addicted to the likes and dislikes which in-turn is affecting the behavior pattern and leading depression and anxiety",Social media brings MORE HARM than good ,Social media,1215
"Social media is abused by anyone and everyone who has something to sell, adds to the desire for instant gratification, and feeds online addiction.",Social media brings MORE HARM than good ,Social media,1215
"Social media gives us an illusion of accessing diverse information sources, but at the end we only see the ideas and opinions we like",Social media brings MORE HARM than good ,Social media,1215
"Social media mostly taking away the creativity of the society. Yes, of course it has opened more collaboration and hence killing the individual creativity. People are becoming too lazy to live on the borrowed ideas.",Social media brings MORE HARM than good ,Social media,1215
Social Media can cause more harm if its not used the right way. There could be vested interests using social media for their use thru manipulation or changing public opinion by using misinformation,Social media brings MORE HARM than good ,Social media,1215
"In the social media, people tend to write something which they would never mentioned in person, occasionally resulting in the lack of sensitiveness.",Social media brings MORE HARM than good ,Social media,1215
Social media spreads news that is not real - this provides people incorrect information and leads to decisions being made on bad data.,Social media brings MORE HARM than good ,Social media,1215
Social media are allowing access to personal information that if not treated as confidential can be used to manipulate people,Social media brings MORE HARM than good ,Social media,1215
"It is just another opportunity to waste our time , and is intrusive upon our thoughts",Social media brings MORE HARM than good ,Social media,1215
Social media provides another avenue to bullying for kids,Social media brings MORE HARM than good ,Social media,1215
Social media accounts are not authenticated and anyone's identity can be faked and used to cause harm to a person's reputation,Social media brings MORE HARM than good ,Social media,1215
Social media can be a drain on time and use up hours that you cannot get back.,Social media brings MORE HARM than good ,Social media,1215
"Social media is spreading fake news at an incredible pace, manipulation has never been so intense.",Social media brings MORE HARM than good ,Social media,1215
Children and young adults are struggling in school because of the overuse of social media on smartphones which is taking away from their focus in the classroom,Social media brings MORE HARM than good ,Social media,1215
Social media privacy policies are not transparent and latest breach of customer data is one such example,Social media brings MORE HARM than good ,Social media,1215
Social media makes people dumb. They lose contact with the real world.,Social media brings MORE HARM than good ,Social media,1215
Social media has made it easier for groups such as governments to plant their ideas and watch them grow. It creates a culture of non-thinking robots.,Social media brings MORE HARM than good ,Social media,1215
Dependence on social media can lead to self-confidence issues and anxieties,Social media brings MORE HARM than good ,Social media,1215
social engineeered and most of the social media accounts are fake and create ripples accross the familes and society to coverup the the hidden and personal agenda of some groups and parties,Social media brings MORE HARM than good ,Social media,1215
"Almost all students in the digital age recognize that their device steals hours of sleep and study. Studies shown that these technologies are addictive and whose abuse them experience problems of concentration, behavior and school failure.",Social media brings MORE HARM than good ,Social media,1215
Social Media is becoming more addictive among young generations. People waste time posting unwanted &amp; unnecessary personal status updates in public.,Social media brings MORE HARM than good ,Social media,1215
Social media spreads unverified information as if it were fact causing disruption in fact based information,Social media brings MORE HARM than good ,Social media,1215
Social media is very open to biased manipulation of controversial subjects,Social media brings MORE HARM than good ,Social media,1215
Fake news keep misinforming people changing their mind in wrong ways,Social media brings MORE HARM than good ,Social media,1215
Many people are addicted to the internet and the snippets of information it provides. It is dumbing us down.,Social media brings MORE HARM than good ,Social media,1215
"Considering on being anonymous on the social media, through fake profiles, people feel empowered to bully and do harm things to others. This can be dangerous for young teens and children",Social media brings MORE HARM than good ,Social media,1215
"Social media brings more controversies. It makes our youngsters involve themselves more in internet than their usual routine.Social media increases the level of anxiety like what others do, post and how people react to their post.",Social media brings MORE HARM than good ,Social media,1215
"Social media promotes one-way conversation where a person is shielded from social cues and pushes out diatribes that are immune from pushback, feedback, or social discomfort.",Social media brings MORE HARM than good ,Social media,1215
"Social Media keeps people from actually living their lives by interacting with nature, and interacting with environment, and interacting with people. Instead, social media creates a society of voyeurs, watching other people's lives.",Social media brings MORE HARM than good ,Social media,1215
Social media is currently designed to be addictive in order to attract attention to advertisers.,Social media brings MORE HARM than good ,Social media,1215
"Due to the anonymity of the users, a lot of content in social media is highly biased and full of racism, misogyny and homophobia.",Social media brings MORE HARM than good ,Social media,1215
"By confining conversation to the screen, social media is taking away a fundamental part of the personal communication process and this is beginning to weigh heavily on society as a whole.",Social media brings MORE HARM than good ,Social media,1215
Social media are time consuming. I always realze that I could spend better the time lost for sitting at facebook or compatible.,Social media brings MORE HARM than good ,Social media,1215
"Social media is a platform which can spread rumors , fake news like a wildfire which can lead to communal riots; also can defame a person and destroy lives within an hour.",Social media brings MORE HARM than good ,Social media,1215
it is easy to put false information and people around will believe that information is true,Social media brings MORE HARM than good ,Social media,1215
Social media does more harm than good because it creates a sense of anonymity among users and because the platforms are politicized for personal agendas,Social media brings MORE HARM than good ,Social media,1215
Social media facilitates cyber bullying and identity theft.,Social media brings MORE HARM than good ,Social media,1215
Social media creates bubbles of information and people believe that they represent the reality of the society.,Social media brings MORE HARM than good ,Social media,1215
"Social media are easy to manipulate in the hands of experts in the field, and some willingly sell their abilities to wanting governments and industries in exchange for money.",Social media brings MORE HARM than good ,Social media,1215
"The view of the world, as portrayed on social media, is far away from reality.",Social media brings MORE HARM than good ,Social media,1215
Social media has contributed to the current inability for people to express a differing opinion in a civil manner. Anonymity allows untruths and hatred to proliferate unchecked. The ability to critically analyze a subject has eroded.,Social media brings MORE HARM than good ,Social media,1215
"Social media enables plethora of opportunities yet doesn't restrict the detrimental/harmful usage therefore most use 30% constructively and 70% destructively. Overall, bringing more harm than good, The weapon in the hands of kids, playfully dangerous.",Social media brings MORE HARM than good ,Social media,1215
Social media platforms are driven by commercial profit motives resulting in developments which drive addictive behaviours in users,Social media brings MORE HARM than good ,Social media,1215
Social media create lots of unwanted attentions on topics which could have been handled in delicate way by proper news media which cause trouble by fake news and rumors. Not all matured to use Social media.,Social media brings MORE HARM than good ,Social media,1215
Social media removes the need for real interpersonal communication.,Social media brings MORE HARM than good ,Social media,1215
People seek out experiences only for the sake of sharing them and during the experience focus only on capturing it not on experiencing it,Social media brings MORE HARM than good ,Social media,1215
"Social Media is an artificial connection between people as information is ""pushed out"" without any filtering.",Social media brings MORE HARM than good ,Social media,1215
"Social media is a tool and as such is never free. Those mastering the tool best, manipulating the language most and hammering messages excessively silence others. The majority is being left high and dry.",Social media brings MORE HARM than good ,Social media,1215
Mind is fascinated by information overload on social media and the need for real/actual social interaction gets lost which is unhealthy in the long run.,Social media brings MORE HARM than good ,Social media,1215
"Compre to news sites, it's very easy to spread lies and fake news on social media because people are less alert when using it",Social media brings MORE HARM than good ,Social media,1215
For people suffering from anxiety or depression viewing others apparently happy life on social media might make their condition worse.,Social media brings MORE HARM than good ,Social media,1215
Its dangerous when if becomes and addiction and difficult to quit even if the person wants to,Social media brings MORE HARM than good ,Social media,1215
Social media is largely used to spread false information or half truths and thus presents a huge risk to democratic societies.,Social media brings MORE HARM than good ,Social media,1215
"The exposure in social networks create sometime bad behaviors and leave people being not the same on real life as on social life, afraid of what will happen with their exposure.",Social media brings MORE HARM than good ,Social media,1215
"Social Media has broken the old established cultures, values, respect for individual, privacy and creating significant healthy harms by excessive indulgence.",Social media brings MORE HARM than good ,Social media,1215
"Hate posts, inappropriate content, over indulgence to likes, etc. affects health and well being.",Social media brings MORE HARM than good ,Social media,1215
Social Media opened the door for mass manipulation. It is no longer possible to distinguish between truth and manipulation.,Social media brings MORE HARM than good ,Social media,1215
"The interactions, guise of anonymity and lack of recourse bring out a dark and cruel side of people. One where people say some of their darkest thoughts that would typically be left unsaid",Social media brings MORE HARM than good ,Social media,1215
Social media makes it easier to propagate violence and offensive content.,Social media brings MORE HARM than good ,Social media,1215
"Everything and everyone looks perfect on social media, which is not always true in real life",Social media brings MORE HARM than good ,Social media,1215
Social media reduces the willingness to communicate face to face,Social media brings MORE HARM than good ,Social media,1215
We should spend more time on process that doesn't allow bullying and escaping from who you are . Social media allows hiding behind your words.,Social media brings MORE HARM than good ,Social media,1215
Social Media has allow opinion to be viewed as fact. Making a statement without the facts backing up the statement is harmful. Let's turn off Social Media and get back to facts based commentary.,Social media brings MORE HARM than good ,Social media,1215
"As evidenced in France through the ""Yellow jackets"" movement, social media can easily be abused to spread fake news reaching a broad population. The absence of control over contents or responsibility by users are key factors.",Social media brings MORE HARM than good ,Social media,1215
Social media were designed to help people to stay connected. Their abuse ultimately drives people away.,Social media brings MORE HARM than good ,Social media,1215
Social media is uncontrolled network which can give fame or shame to anyone without acknowledging the facts.,Social media brings MORE HARM than good ,Social media,1215
Social media makes people fat and lazy. They sit all day when they should be going out and actually interacting with people.,Social media brings MORE HARM than good ,Social media,1215
"Because we connect to people we like, and by default are likely to share our own views, social media becomes an echo chamber, so we are only ever exposed to our own point of view",Social media brings MORE HARM than good ,Social media,1215
"Social media creates a false sense of having less fun and fewer friends. Furthermore, Social Media companies were found to be deleting peoples comments, so it's not even the people's words.",Social media brings MORE HARM than good ,Social media,1215
Social media do not allow accountability of who is disseminating fake news,Social media brings MORE HARM than good ,Social media,1215
Most of the population update their day to day activities. Social media encourages to share as much data possible which can be used against you,Social media brings MORE HARM than good ,Social media,1215
Social media takes precious time from people's lives. Time could be better spent focused on children and family vs reading social media.,Social media brings MORE HARM than good ,Social media,1215
"Unregulated social media platforms (non-COPPA complaint); as of today, can be easily used for targeted harassment - leading to acute depression, anxiety for the young citizens/users. Such platforms are doing more harm than often realized.",Social media brings MORE HARM than good ,Social media,1215
"Social media makes people withdraw from real, tangible social events.",Social media brings MORE HARM than good ,Social media,1215
"People on social media tend to be less satisfied with their lives than those who aren't constantly comparing themselves to the ""best moments"" of everyone else.",Social media brings MORE HARM than good ,Social media,1215
"The need to always present our best selfs to the world through selfies, pictures of trip highlights and more caused us to be more self involved and narcissistic.",Social media brings MORE HARM than good ,Social media,1215
children exposed to pedophile and to sexual harassment. every pedophile can connect directly with them.,Social media brings MORE HARM than good ,Social media,1215
"In order to attract more views, newspapers publish on their page in social media a link to an article, but with a misleading headline. People who don't read the article may get wrong information.",Social media brings MORE HARM than good ,Social media,1215
"Social media leads to political echo chambers, resulting in poor political discourse and divisive politics",Social media brings MORE HARM than good ,Social media,1215
"Social media allows for a platform where everyone can freely express their thoughts and opinions, allowing for the maximized attainment of free speech. ",Social media brings MORE HARM than good ,Social media,1215
"Current events can be more readily shared on social media, creating a more informed populace which general economic efficiency and democratic engagement.",Social media brings MORE HARM than good ,Social media,1215
"We can stay in touch with old friends, via social media, and see what they are doing with their life",Social media brings MORE HARM than good ,Social media,1215
"Allows one to find connections and support on topics not represented in your local community (eg gay youth in conservative areas, forums for people dealing with rare diseases)",Social media brings MORE HARM than good ,Social media,1215
Social media provides an easy way for social groups to communicate and share material with individual members.  ,Social media brings MORE HARM than good ,Social media,1215
Social media creates a platform for social activists to find supporters and thus create bigger social movements leading to social changes.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows disenfranchised people to access freely news and job offers, this allows them to stay informed and to advance their lives ",Social media brings MORE HARM than good ,Social media,1215
"Social media allowes people to stay in touch with eachother, by sending masseges, sharing pictures, and forming groups.",Social media brings MORE HARM than good ,Social media,1215
Social media allows people to crowd source ideas and trade information so that individuals with different skills can connect and create better products.,Social media brings MORE HARM than good ,Social media,1215
Coordination with friends or acquaintances is easier through commonly shared platforms and social media.,Social media brings MORE HARM than good ,Social media,1215
Active dissemination of information through social media allows people to hold companies and states more accountable and makes it harder for them to hide heinous actions.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows small political parties to interact with their voters and the public in general without spending too much money, making the democratic process more equal and fair",Social media brings MORE HARM than good ,Social media,1215
"Individuals can share information with their friends over social media, allowing them to access news which interests them and is more likely to get them engaged.",Social media brings MORE HARM than good ,Social media,1215
"Social media helps people stay connected with more friends, even if they are far away.",Social media brings MORE HARM than good ,Social media,1215
"Social media has allowed for entirely new economies to emerge, allowing more people to live middle and upper-class lifestyles while having jobs that they enjoy, such as being a social media influencer.  ",Social media brings MORE HARM than good ,Social media,1215
"Most people wont go outside and protest or join a political movement, social media allows people to make a difference and be politically active and informed.",Social media brings MORE HARM than good ,Social media,1215
Social media makes it hard for regimes to hide information from their civilians. Social media is another platform for people to criticize the government.,Social media brings MORE HARM than good ,Social media,1215
"Social Media gives people an easy way to form social movements to take care of their interests, by sharing the group and finding people with common needs.",Social media brings MORE HARM than good ,Social media,1215
Social media brings more good than harm because it allows people to communicate with others whom they would never have met previously.,Social media brings MORE HARM than good ,Social media,1215
"Modern communication largely occurs on social media, making it a new forum for individuals to share ideas and learn new things",Social media brings MORE HARM than good ,Social media,1215
"Social media allows for easily accessible information about a variety of topics like politics and science, leading to a more informed populace. ",Social media brings MORE HARM than good ,Social media,1215
"Social media enable making mass social experiments and servies easily, and so making the act of collecting data easier, cheaper, faster and wider spread",Social media brings MORE HARM than good ,Social media,1215
Social media allows celebrities and institutions to disseminate information far more efficiently.,Social media brings MORE HARM than good ,Social media,1215
"Social IT allows people which are marginalized and ignored by mainstream media to have a voice, that is potentially heard by the entire population. ",Social media brings MORE HARM than good ,Social media,1215
Social media exposes people to more information and makes information more accessible- knowledge spreading is generally a good thing: more people will have a lot of knowledge.,Social media brings MORE HARM than good ,Social media,1215
Social media facilitates discourse by allowing individuals from different backgrounds to discuss the same material. ,Social media brings MORE HARM than good ,Social media,1215
Many revolutions globally have utilized social media as a platform for organization and communication. This allowed for the greater success and solidarity of these movements.,Social media brings MORE HARM than good ,Social media,1215
"Most people arent subscribed to a newspaper or watch the news on a regular basis, social media is often the only way they are exposed to news stories, this means we get more informed citizens.",Social media brings MORE HARM than good ,Social media,1215
People can launch an online career through social media thus giving them a financial venue. ,Social media brings MORE HARM than good ,Social media,1215
Social media connects immediately people who live far apart. You can follow your friends and family from afar and improve your relationships with them.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows for people with similar interests and values to form communities across the global, allowing for more cultural understanding and diffusion. ",Social media brings MORE HARM than good ,Social media,1215
"better way for people to be exposed to politic, so they can be more involved and influence on their country direction. ",Social media brings MORE HARM than good ,Social media,1215
"Social media allows for information to be shared more freely, which has been an effective method for contesting government abuse and subverting censorship. ",Social media brings MORE HARM than good ,Social media,1215
"Social media brings more good than harm because it lets people share their art and music, especially for people who would have been excluded from those industries in past decades.",Social media brings MORE HARM than good ,Social media,1215
Social media improves communication between friends and family members who live far away from each other. ,Social media brings MORE HARM than good ,Social media,1215
"Social media it a way to communicate with other people in the society, to tell them and share their feelings. ",Social media brings MORE HARM than good ,Social media,1215
Social media provides a platform for more direct to the public sources of news and information which can lead to a more informed populous when it comes to their important issues.,Social media brings MORE HARM than good ,Social media,1215
Social media can help people who struggle with social anxiety or are bullied in every day life form other communities on the internet. ,Social media brings MORE HARM than good ,Social media,1215
Social media allows people to stay in touch even if they live far away from each other.,Social media brings MORE HARM than good ,Social media,1215
Social media allows for easier organization of events and event participation. ,Social media brings MORE HARM than good ,Social media,1215
Social media is used to reach a vast number of people and can bring public attention to charities and causes that rely on people's contributions.,Social media brings MORE HARM than good ,Social media,1215
Social media allows companies to cater products and advertising to better cater peoples needs.,Social media brings MORE HARM than good ,Social media,1215
Social media allows for fast communication during environmental and social crises (people can mark themselves safe or let their friends know how things are progressing).,Social media brings MORE HARM than good ,Social media,1215
"Allows organisation of protests on various social justice issues, letting the individual make a bigger difference in our society",Social media brings MORE HARM than good ,Social media,1215
Social media allows for people with social limitations such as anxiety to make connections or online friends thus lessening their loneliness.,Social media brings MORE HARM than good ,Social media,1215
Social media allows grass roots movement to more easily mobilize and spread awareness across large groups of people.,Social media brings MORE HARM than good ,Social media,1215
Social media contributes to world globalisation.people from all around the world can be in contact and exchange knowleg and information on their well being.,Social media brings MORE HARM than good ,Social media,1215
Social media provides an easy way for people to network and form professional connections that can help them in the long term.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows people to share their ideas to a wider platform of people, meaning they can get more support even if they can afford an a in a newspaper.",Social media brings MORE HARM than good ,Social media,1215
Social media allows individuals who don't know each other in real life to form communities around shared interests.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows for information to be shared more freely, which has been an effective method for contesting government abuse and subverting censorship.",Social media brings MORE HARM than good ,Social media,1215
"Social media allow people to meet other people with the same interest, no matter how far they live",Social media brings MORE HARM than good ,Social media,1215
"Social media it a way to communicate with other people in the society, to tell them and share their feelings.",Social media brings MORE HARM than good ,Social media,1215
"Social media facilitates crowd funding, which reduces health care and emergency costs for needy families.",Social media brings MORE HARM than good ,Social media,1215
"Social media make people feel happier about their lifes: they share things they done and get ""likes"" for them.",Social media brings MORE HARM than good ,Social media,1215
"Social media lets people connect to other people with similar problems, creating support systems that are hard to find in real life.",Social media brings MORE HARM than good ,Social media,1215
"Social Media gives people a place to form support groups, those who want to help can easly find people who need help by forming groups and offering advices.",Social media brings MORE HARM than good ,Social media,1215
people can connect between themselves in an easier way than without social media.,Social media brings MORE HARM than good ,Social media,1215
"People more informed: Social Media lead to constant information. Also, people are more likely to read news because articles pop up in feed, so they are more likely to be drawn to read them.",Social media brings MORE HARM than good ,Social media,1215
Social media allows for a vast number of people to connect and raise their awareness on issues in the world that they would otherwise not be aware of.,Social media brings MORE HARM than good ,Social media,1215
"Social media enables people to talk to friends and family and learn about their lives even when they are far away, thus helping people that feel lonely or are away from their loved ones",Social media brings MORE HARM than good ,Social media,1215
"Social media brings more good than harm because it gives ""little people"" a voice that the media denies them, as we saw when the me too movement began on Twitter.",Social media brings MORE HARM than good ,Social media,1215
"Social media brings more good than harm because it lets people maintain old relationships over great distance, and one indicator for lifetime happiness is how many lifelong relationships a person has.",Social media brings MORE HARM than good ,Social media,1215
Social media brings more good than harm because it helps businesses to promote themselves that might not have been able to advertise and succeed using older technologies.,Social media brings MORE HARM than good ,Social media,1215
Social media allows for the opportunity for more people to connect globally which allows for a deeper cultural exchange that can increase empathy and understanding.,Social media brings MORE HARM than good ,Social media,1215
Social media communication services create an infrastructure for organizing protests against aggressive governments.,Social media brings MORE HARM than good ,Social media,1215
"Social Media give's a lot of easy to access information, which makes people more informed.",Social media brings MORE HARM than good ,Social media,1215
"Social media allows celebrities, politicians, and other public characters to create accessible platforms and spread their message.",Social media brings MORE HARM than good ,Social media,1215
"Social media allows for people with similar interests and values to form communities across the global, allowing for more cultural understanding and diffusion.",Social media brings MORE HARM than good ,Social media,1215
"Social media gives us a lot of new opportunities. You can find a job, an apartment or even a girlfriend though you friends and connections with a click of the mouse.",Social media brings MORE HARM than good ,Social media,1215
Social media allows for easier organization of events and event participation.,Social media brings MORE HARM than good ,Social media,1215
Social media improves communication between friends and family members who live far away from each other.,Social media brings MORE HARM than good ,Social media,1215
People can launch an online career through social media thus giving them a financial venue.,Social media brings MORE HARM than good ,Social media,1215
"Social media brings more good than harm because it facilitates communication in repressive countries, as we saw from Twitter's use in planning the Arab Spring.",Social media brings MORE HARM than good ,Social media,1215
"Social media brings more good than harm because it is a powerful tool to fight social isolation, which is damaging to one's physical and mental well-being, especially for house-bound people.",Social media brings MORE HARM than good ,Social media,1215
"Democracy is based on the ability of people to hear and evaluate different views and opinions about the world. before social media people where exposed only to small amount of opinions, backed by news organizations.",Social media brings MORE HARM than good ,Social media,1215
"Social media has allowed for entirely new economies to emerge, allowing more people to live middle and upper-class lifestyles while having jobs that they enjoy, such as being a social media influencer.",Social media brings MORE HARM than good ,Social media,1215
"Social media allows politicians to connect with the public, providing the public with better and more reliable information about them.",Social media brings MORE HARM than good ,Social media,1215
Sociologists and psychologists can utilize social media to perform experiments and learn about behavior and inherent human nature.,Social media brings MORE HARM than good ,Social media,1215
Social media gives a platform for minorities to voice their concerns thus bringing these issues to the public's attention.,Social media brings MORE HARM than good ,Social media,1215
Social media lets information travel with no censorship and thus people living in oppressive regimes can bring the truth of their situation to the rest of the world.,Social media brings MORE HARM than good ,Social media,1215
"its corroborate connections between friends and families - you can see their during the day experiences, and than talk with them about this or do it with them also",Social media brings MORE HARM than good ,Social media,1215
"Social media help entertain us in our empty time. If in the past we spent a lot of time doing nothing, now we can easily catch up with our friends or look at cat video.",Social media brings MORE HARM than good ,Social media,1215
Social media provides an easy way for social groups to communicate and share material with individual members.,Social media brings MORE HARM than good ,Social media,1215
Social media can help people who struggle with social anxiety or are bullied in every day life form other communities on the internet.,Social media brings MORE HARM than good ,Social media,1215
"The massive revenue that social media companies earn has allowed them to reinvest their earnings into new technologies, such as automatic moderation and content organization.",Social media brings MORE HARM than good ,Social media,1215
Social media has allowed for the connections between families and friends that haven't been able to have other forms of communication open due to geographical barriers.,Social media brings MORE HARM than good ,Social media,1215
Social media allows the average person to present our creative endeavors and accomplishments to the world which allows us self expression and a sense of recognition on a scale like never before.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows for a platform where everyone can freely express their thoughts and opinions, allowing for the maximized attainment of free speech.",Social media brings MORE HARM than good ,Social media,1215
"help people with social anxiety to get friends and be more sociable, overcome their social anxiety",Social media brings MORE HARM than good ,Social media,1215
"Social media connects between celebrities to their fan base, making them less “god like” and promoting people to follow them in a more positive way.",Social media brings MORE HARM than good ,Social media,1215
Social media gives a platform for people to gather together under a common cause that can lead to societal change.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows for connectivity to a larger number of people that you know, and even though those relationships may be shallow in many cases, this does not make them detrimental or superfluous.",Social media brings MORE HARM than good ,Social media,1215
Social media allows people to out fascists or violent individuals who are potential dangers to their communities.,Social media brings MORE HARM than good ,Social media,1215
"Social media is a way of creating groups of colleagues / classmates, sharing useful information and helping each other.",Social media brings MORE HARM than good ,Social media,1215
"Social media has decentralized news generation and consumption, allowing many issues such as police brutality in the United States that have been ongoing for years to finally enter the public consciousness and be addressed.",Social media brings MORE HARM than good ,Social media,1215
"social media exposed most users to types of content they never would've seen otherwise, thus encouraging a broader mind set",Social media brings MORE HARM than good ,Social media,1215
"Social media is a powerful Broadcasting tool to inform the masses, even if they aren't actively interested in the broadcast subject.",Social media brings MORE HARM than good ,Social media,1215
"Social media allows disenfranchised people to access freely news and job offers, this allows them to stay informed and to advance their lives",Social media brings MORE HARM than good ,Social media,1215
"Social media improves communication and empathy between people in a busy and hectic world, by sharing what is going on in their life with others.",Social media brings MORE HARM than good ,Social media,1215
Social media provides an easy way of crowd sourcing to get advice or answers to questions.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows for easily accessible information about a variety of topics like politics and science, leading to a more informed populace.",Social media brings MORE HARM than good ,Social media,1215
Social media brings more good than harm because it encourages people to speak with others who are different from themselves by virtue of connecting people from around the globe.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows people who are secluded in their communities, such as closeted gay youth in homophobic communities, to easily find anonymous support structures that help them get through difficult circumstances.",Social media brings MORE HARM than good ,Social media,1215
"Social media allows to connects people to active discussion and engage them in issues such as elections, crisises and more in a way that is simple and entertaining.",Social media brings MORE HARM than good ,Social media,1215
Social networks help people discover ideas they wouldn't discover otherwise such as minority media,Social media brings MORE HARM than good ,Social media,1215
Social media help to create groups of people about whatever they want,Social media brings MORE HARM than good ,Social media,1215
"Social media allows us to remain in contact with people with whom we've lost touch, and still be engaged with their lives, even when they are far away",Social media brings MORE HARM than good ,Social media,1215
"social media keep and remind you all of your good experiences, so its help you to remain your satisfaction along your life.",Social media brings MORE HARM than good ,Social media,1215
Gives the ability to maintain contact across distances. This allows people to move (for example to at better job) without losing their emotional support network,Social media brings MORE HARM than good ,Social media,1215
Social media lets you stay in touch with friends over a better and more capable platform than texting.,Social media brings MORE HARM than good ,Social media,1215
"Social media allows us to gather support for important causes, allowing to disenfranchised communities to gain popular support they would never get otherwise",Social media brings MORE HARM than good ,Social media,1215
Social media allows individuals who may otherwise not be able to connect to be able to easily interact.,Social media brings MORE HARM than good ,Social media,1215
Using social media people can travel around the world and stay connected to their family and friends,Social media brings MORE HARM than good ,Social media,1215
Social media lets people keep in touch with far away loved ones.,Social media brings MORE HARM than good ,Social media,1215
social media can create a better world by connecting people that would have never met otherwise. it can help bring together different cultures such as create a conversation between an Israeli and an Iranian,Social media brings MORE HARM than good ,Social media,1215
Social media can help people who don't find friends in their close community connect to people from other places with similar interests.,Social media brings MORE HARM than good ,Social media,1215
Social networks help connect between people and reduces loneliness,Social media brings MORE HARM than good ,Social media,1215
Social media is an immediate way to connect with people near and far without the limitation of physical distance or the unreliability of postal services.,Social media brings MORE HARM than good ,Social media,1215
Social media allows for the doxxing of unsavory characters like sexual assaulters/nazis/racists etc. so that they can be held accountable and others know not to engage with them.,Social media brings MORE HARM than good ,Social media,1215
Social media provides an easy way for people to spread targeted messaging - for example if a particular item is getting recalled social media can find the relevant parties faster.,Social media brings MORE HARM than good ,Social media,1215
Social media allows people to meet like minded individuals and have more fulfilling connections despite barriers.,Social media brings MORE HARM than good ,Social media,1215
"Social media helps small businesses and entrepreneurs reach their target audience and, through expansion, creating more jobs",Social media brings MORE HARM than good ,Social media,1215
"Using social media people can express their ideas and opinions better, even on less mainstream subjects, and find other people who think like them",Social media brings MORE HARM than good ,Social media,1215
"Social media has provided the ability for marginalized peoples, such as LGBTQ youth, a support network that makes them feel like part of a broader community which improves the quality of life immeasurably.",Social media brings MORE HARM than good ,Social media,1215
"this is a better way to send a message between all of your co-workers, students, your employees,",Social media brings MORE HARM than good ,Social media,1215
"Social media is a platform with very fast information dispersion, such that small artists can develop followings and become famous even without a lot of initial social capital.",Social media brings MORE HARM than good ,Social media,1215
