Winner,Loser,Hyper_Topic
A mandatory flu vaccination creates a positive habit in people regarding vaccinations and regular medical treatments in general.,"Keeps the people health as one group , it helps to be not get other people sick",Flu vaccination
"Mandatory flu vaccination normalizes vaccines early on for children, which makes them less squeamish about future vaccines.",There is no right to harm others by not getting the vaccine.,Flu vaccination
"If more people will get vaccinate, it will cause a stronger incentive to doctors to create better vaccination","Keeps the people health as one group , it helps to be not get other people sick",Flu vaccination
Flu vaccination should be mandatory because people who are healthy enough to receive the vaccine have a moral duty to limit the risk of the flu to those who cannot get the vaccine.,"Most people who choose not to get vaccinated do so on the basis of false information and rumors (for example, that vaccines cause autism). Therefore, their choice is not conscious and should not be considered.",Flu vaccination
The elderly can spread disease easily due to proximity in care facilities. The vaccine prevents them from spreading a life threatening disease.,The choice no to get vaccinated is not rational nor informed. Vaccination do work and suggesting they dont is the result of fake news,Flu vaccination
medicine had proven vaccination as effective against flu which can be as damaging as deadly. every year thousands of people die from the flu.,"People who can't get vaccinated due to medical reasons depend on herd immunity from mass vaccination of everyone else for protection, mandating vaccines maintains herd immunity.",Flu vaccination
A mandatory flu vaccination creates a positive habit in people regarding vaccinations and regular medical treatments in general.,"The country exists first of all to take care of the physical well being of their people, includes vaccinations.",Flu vaccination
"If everyone gets the vaccination, Flu may disappear. If only some people are vaccinated and the disease is still spreading it may change in a way that will be immune to the current vaccination.",We care more about the rights of people not to be sick than someone's right to choose not be vaccinated because vaccines have no bad effects but the flu can be debilitating.,Flu vaccination
"Most people make uninformed decisions regarding vaccines, since it's a hard topic to understand, therefore the state should intervein and force them to take them.","It legitimizes and makes the act of vaccinating more a part of day to day life, thus more people likely to vaccinate in general",Flu vaccination
The government should protect those that can't protect themselves like children or people with asthma.,The elderly are particularly susceptible to disease as they have weaker immune systems. The vaccine protects them.,Flu vaccination
Flu vaccination should be mandatory in countries with national healthcare programmes because the state has to pick up the tab for people who willingly put themselves at risk.,Flu vaccination mandates pave the way for more strict vaccine mandates in the future that will help protect people from more dangerous diseases.,Flu vaccination
The government should protect those that can't protect themselves like children or people with asthma.,"The flu hospitalizes over 200,000 per year, many of which could be avoided by the vaccine.",Flu vaccination
"Mandatory vaccines would put the government in line with pro health charities and political groups, expanding health access and consciousness for the entire populace.",It's the state's responsibility to protect it's citizens. If the vaccination can reduce the amount of people suffering and dying that the state have to do it.,Flu vaccination
"The economic harm caused by flu, in terms of work hours lost, is huge. As a society, we have a clear interest to intervene and prevent it.",We care more about the rights of people not to be sick than someone's right to choose not be vaccinated because vaccines have no bad effects but the flu can be debilitating.,Flu vaccination
"In developing countries where the flu is more likely to have intense adverse effects due to poor sanitation and lack of treatment, the flu vaccine prevents having to deal with a health crisis later.",You can catch the flue become you were uncautious or because you might it from someone if we prevent people from getting it we prevent them from passing on the flue,Flu vaccination
"The flu hospitalizes over 200,000 per year, many of which could be avoided by the vaccine.",Flu vaccines in schools prevent children from missing school due to illness.,Flu vaccination
"Herd immunity increases the effectiveness of the flu vaccine overall, meaning that mandating flu vaccination would decrease the rates of illness and risk for everyone.",People are often unaware of the risk they take upon themselves when not vaccinating. This is due to optimism bias and not thinking long term.,Flu vaccination
"Most people make uninformed decisions regarding vaccines, since it's a hard topic to understand, therefore the state should intervein and force them to take them.","Herd Immunity: we can defeat plagues or viruses completely by gaining a critical mass of vaccinated people, so the disease cannot be spread",Flu vaccination
"Some vulnerable populations, like people with immunological deficiencies, both cannot get vaccinated and are particularly susceptible to the flu, and they require herd immunity, which can only be achieved through mandatory vaccination, to be safe.","if I am the individual, I am the one that has the most to gain from vaccination, even though I did not get to choose myself. this is because humans are almost always not rational.",Flu vaccination
"Making flu vaccination mandatory would mean more people are immune from the flu, which saves lives because, even though the flu has a low mortality rate, this rate is still nonzero.","Life and health are a prerequisite to accessing any other human rights, and because the flu vaccine facilitates both of these the government should intervene to mandate the vaccine and maximizing access to rights.",Flu vaccination
Flu vaccination should be mandatory in order to ensure that people who have been mislead into opposing the vaccine are not victims of their own ignorance.,Flu vaccination should be mandatory in countries with national healthcare programmes because the state has to pick up the tab for people who willingly put themselves at risk.,Flu vaccination
"If more people will get vaccinate, it will cause a stronger incentive to doctors to create better vaccination","The country exists first of all to take care of the physical well being of their people, includes vaccinations.",Flu vaccination
"Flu vaccination should be mandatory because there is a collective action problem in play, where nobody benefits much as an individual but the community benefits enormously.",Flu vaccination mandates pave the way for more strict vaccine mandates in the future that will help protect people from more dangerous diseases.,Flu vaccination
"Mandating flu vaccination is good for the economy by creating more jobs in production, administration, and other management.","If adults were regulated to get the vaccine, they would save thousands of hours in productivity that is lost to disease.",Flu vaccination
The elderly are particularly susceptible to disease as they have weaker immune systems. The vaccine protects them.,Religious freedom is only important when it doesn't harm other people. Refusing to get the vaccine hurts others by reducing herd immunity.,Flu vaccination
"Making flu vaccination mandatory would mean more people are immune from the flu, which saves lives because, even though the flu has a low mortality rate, this rate is still nonzero.",We care more about the rights of people not to be sick than someone's right to choose not be vaccinated because vaccines have no bad effects but the flu can be debilitating.,Flu vaccination
Flu vaccination should be mandatory because Doctors who are experts on epidemics and the flu know what is best for people better than they know it for themselves.,Children are generally vulnurable and many children may have undetected conditions like astma. Not vaccinating a child puts them at great risk and is thus analogous to neglect.,Flu vaccination
Flu vaccination mandates pave the way for more strict vaccine mandates in the future that will help protect people from more dangerous diseases.,Children are generally vulnurable and many children may have undetected conditions like astma. Not vaccinating a child puts them at great risk and is thus analogous to neglect.,Flu vaccination
"People who can't get vaccinated due to medical reasons depend on herd immunity from mass vaccination of everyone else for protection, mandating vaccines maintains herd immunity.",The choice no to get vaccinated is not rational nor informed. Vaccination do work and suggesting they dont is the result of fake news,Flu vaccination
Government signalling that health is important and must actively be regulated can change people's behavior in favor of public health.,"Economicly better for the society - vacsenation will prevent people from getting sick , causing more people to go to work ---> more tax money",Flu vaccination
Flu vaccination should be mandatory because even a very small risk of another Spanish Flu is unacceptable.,Herd immunity protects those who cannot get the vaccination due to allergies.,Flu vaccination
"Mandating the flu vaccine is a prerequisite to herd immunity, a critical equilibrium for large populations to be healthy and sustainable.",medicine had proven vaccination as effective against flu which can be as damaging as deadly. every year thousands of people die from the flu.,Flu vaccination
"Specifically those who don't get vaccinated are uneducated people who are not aware of the risks or read fake news, we know better and should protect them.","It legitimizes and makes the act of vaccinating more a part of day to day life, thus more people likely to vaccinate in general",Flu vaccination
"Herd Immunity: we can defeat plagues or viruses completely by gaining a critical mass of vaccinated people, so the disease cannot be spread",Government signalling that health is important and must actively be regulated can change people's behavior in favor of public health.,Flu vaccination
Herd immunity protects those who cannot get the vaccination due to allergies.,There is no right to harm others by not getting the vaccine.,Flu vaccination
"Mandatory vaccines would put the government in line with pro health charities and political groups, expanding health access and consciousness for the entire populace.",Mandating flu vaccines will raise awareness about how deadly the flu actually is (causing thousands of death a year).,Flu vaccination
Parents choose weather to vaccinate their children or not. They may put them in danger and the state should protect those children.,"Minimizes expenses on health care by evacuating doctor appointments and paydays, what allows better health care for everyone.",Flu vaccination
"In rare cases flu can cause death, therefore, vaccination could save life",The proposal will lead to herd vaccination and thus complete erasor of the illness,Flu vaccination
"flu vaccinations are a significant benefit to public health, as they limit disease vectors and contribute to herd immunity","The flu hospitalizes over 200,000 per year, many of which could be avoided by the vaccine.",Flu vaccination
"Given how herd immunity works, every person who isn't vaccinated massively increases the chances of everyone else getting sick. Therefore, when more people are vaccinated, we get a healthier society.","People who are afraid of getting the vaccination are going to rely on other people to get it, which may not happen. Then the disease may become more common.",Flu vaccination
The proposal will lead to herd vaccination and thus complete erasor of the illness,Herd immunity protects those who cannot get the vaccination due to allergies.,Flu vaccination
"The flu hospitalizes over 200,000 per year, many of which could be avoided by the vaccine.","In rare cases flu can cause death, therefore, vaccination could save life",Flu vaccination
"Many countries do not protect religious rights over the rights of the community, so the government has the obligation to protect more people through vaccination.",Parents choose weather to vaccinate their children or not. They may put them in danger and the state should protect those children.,Flu vaccination
"Most people make uninformed decisions regarding vaccines, since it's a hard topic to understand, therefore the state should intervein and force them to take them.","Many countries do not protect religious rights over the rights of the community, so the government has the obligation to protect more people through vaccination.",Flu vaccination
"The government has an obligation to the population as a whole over any individual, so it must prioritize the health of the people over individual rights.","Flu vaccination should be mandatory because if a person were unaware of their own circumstances, they would prefer everyone to be vaccinated rather than risk getting a deadly flu.",Flu vaccination
Government signalling that health is important and must actively be regulated can change people's behavior in favor of public health.,"The right to life is facilitative, so no right is more important than health and the protection of ones life.",Flu vaccination
"Flu vaccination should be mandatory because if a person were unaware of their own circumstances, they would prefer everyone to be vaccinated rather than risk getting a deadly flu.","It legitimizes and makes the act of vaccinating more a part of day to day life, thus more people likely to vaccinate in general",Flu vaccination
"The government has an obligation to the population as a whole over any individual, so it must prioritize the health of the people over individual rights.","Economicly better for the society - vacsenation will prevent people from getting sick , causing more people to go to work ---&gt; more tax money",Flu vaccination
Flu vaccination should be mandatory because people who are healthy enough to receive the vaccine have a moral duty to limit the risk of the flu to those who cannot get the vaccine.,Due to no media content regulations people are subjected to many false facts about vaccinations and are therefore not knowledgeable enough to make the decision to vaccinate or not by themselves.,Flu vaccination
"Some vulnerable populations, like people with immunological deficiencies, both cannot get vaccinated and are particularly susceptible to the flu, and they require herd immunity, which can only be achieved through mandatory vaccination, to be safe.","The government job is to make laws that regulations people life, by doing it it can force people to take them and use her power for the good people life",Flu vaccination
medicine had proven vaccination as effective against flu which can be as damaging as deadly. every year thousands of people die from the flu.,Flu vaccination should be mandatory in countries with national healthcare programmes because the state has to pick up the tab for people who willingly put themselves at risk.,Flu vaccination
Vaccinations are overall cheaper than the ongoing cost of medicine and healthcare to sick people.,Flu vaccines in schools prevent children from missing school due to illness.,Flu vaccination
"People who can't get vaccinated due to medical reasons depend on herd immunity from mass vaccination of everyone else for protection, mandating vaccines maintains herd immunity.","Mandating the flu vaccine will make it easier for schools to administer it to students since they would no longer require consent from parents, this would lead to safer schools.",Flu vaccination
"Adults regularly refuse to get the vaccine because they know they won't be seriously harmed due to contracting the flu, despite the fact that it would be better for everyone if they got the vaccine.","Most people who choose not to get vaccinated do so on the basis of false information and rumors (for example, that vaccines cause autism). Therefore, their choice is not conscious and should not be considered.",Flu vaccination
"flu vaccinations are a significant benefit to public health, as they limit disease vectors and contribute to herd immunity","Keeps the people health as one group , it helps to be not get other people sick",Flu vaccination
"The economic harm caused by flu, in terms of work hours lost, is huge. As a society, we have a clear interest to intervene and prevent it.","Once a child goes to school sick and doesn’t get the shoot , he can infect everyone in is environment this why to do it mandatory",Flu vaccination
"It is immoral to spread diseases to others when it can be avoided. This is similar to assaulting others, even if the eventual damage is small.","There is a substantial amount of misinformation about the flu vaccine that has led to people making irrational decisions, and mandating the flu vaccine would correct for this asymmetry of information.",Flu vaccination
"If everyone gets the vaccination, Flu may disappear. If only some people are vaccinated and the disease is still spreading it may change in a way that will be immune to the current vaccination.","The right of people for their bodies extends to the point where they harm others, here by getting sick they put others in danger, so they must be vaccinated",Flu vaccination
"The right to life is facilitative, so no right is more important than health and the protection of ones life.",The cost of preventing the disease is cheper then curing it thus is will save mony for the medical institution,Flu vaccination
"Vulnerable populations who cannot be vaccinated and who are particularly vulnerable to flu-induced mortality--such as people with immunological deficiencies--require herd immunity to be safe, and herd immunity can only be achieved with mandatory vaccination.","The flu vaccine is broadly offered in schools, workplaces, and pharmacies such that no one has a valid excuse not to get a flu vaccine, making it a reasonable thing to mandate.",Flu vaccination
"By not vaccinating people are subjecting other people, especially children who can't yet have vaccines, to diseases that can harm them harshly.","Mandatory flu vaccination normalizes vaccines early on for children, which makes them less squeamish about future vaccines.",Flu vaccination
"Given how herd immunity works, every person who isn't vaccinated massively increases the chances of everyone else getting sick. Therefore, when more people are vaccinated, we get a healthier society.","It is immoral to spread diseases to others when it can be avoided. This is similar to assaulting others, even if the eventual damage is small.",Flu vaccination
The state has an obligation to protect the majority of the citizens from reckless behavior of some of them.,Children can easily be mandated to take vaccines as they can be denied access to education if their parents do not comply.,Flu vaccination
"Children are unable to decide for themselves whether or no to get vaccinated, and thus the government should step in to mandate vaccination in order to protect them from bad parental decision making.",Flu vaccination should be mandatory in countries with national healthcare programmes because the state has to pick up the tab for people who willingly put themselves at risk.,Flu vaccination
"The flu hospitalizes over 200,000 per year, many of which could be avoided by the vaccine.","Mandating flu vaccination is good for the economy by creating more jobs in production, administration, and other management.",Flu vaccination
"The flu is deadly, especially for children, pregnant women, and the elderly and it is our duty to keep these people safe by ensuring no one around them carries this virus.",Flu vaccination should be mandatory because if governments order hundreds of millions of units of the vaccine it will drive down the cost for everyone and facilitate access to good health.,Flu vaccination
"Mandatory vaccines would put the government in line with pro health charities and political groups, expanding health access and consciousness for the entire populace.",Parents choose weather to vaccinate their children or not. They may put them in danger and the state should protect those children.,Flu vaccination
"Greater demand to the vaccine decreases costs due to returns to scale in production, allowing people in poverty to protect their lives.","For young children in daycare to limit the transfer of sickness which could lead to younger siblings, too young to be vaccinated, becoming sick at home.",Flu vaccination
"Not vaccinating is an irrational decision, since their benefits clearly outweigh the harms, therefore the state should intervein and force them to take them.","Even if some people refuse to get the vaccine, if many people decide to get it they will allow the entire population to be protected.",Flu vaccination
medicine had proven vaccination as effective against flu which can be as damaging as deadly. every year thousands of people die from the flu.,"If adults were regulated to get the vaccine, they would save thousands of hours in productivity that is lost to disease.",Flu vaccination
"The mandate of flu vaccination can set critical precedent for other government interests as well as an important example of a health-related ""compelling state interest"".","Most people make uninformed decisions regarding vaccines, since it's a hard topic to understand, therefore the state should intervein and force them to take them.",Flu vaccination
"Life and health are a prerequisite to accessing any other human rights, and because the flu vaccine facilitates both of these the government should intervene to mandate the vaccine and maximizing access to rights.","In developing countries where the flu is more likely to have intense adverse effects due to poor sanitation and lack of treatment, the flu vaccine prevents having to deal with a health crisis later.",Flu vaccination
"If adults were regulated to get the vaccine, they would save thousands of hours in productivity that is lost to disease.",Government signalling that health is important and must actively be regulated can change people's behavior in favor of public health.,Flu vaccination
The only way to completely eliminate the flu is if everyone gets vaccinated. In this way the virus can not survive and future generations will not need to be vaccinated at all.,"Flu vaccine is helping to young babys and kids to survive their first years Before the flu vaccine, many people's in Europe die because of the disease. Now we can give life for more people's",Flu vaccination
Religious freedom is only important when it doesn't harm other people. Refusing to get the vaccine hurts others by reducing herd immunity.,"The country exists first of all to take care of the physical well being of their people, includes vaccinations.",Flu vaccination
Mandating flu vaccines will raise awareness about how deadly the flu actually is (causing thousands of death a year).,Government signalling that health is important and must actively be regulated can change people's behavior in favor of public health.,Flu vaccination
"The right of people for their bodies extends to the point where they harm others, here by getting sick they put others in danger, so they must be vaccinated",Vaccination would get a stamp of validation from the government - it's mandatory because it cant possibly harm you - and more people will choose to get vaccinated,Flu vaccination
"Mandating the flu vaccine is a prerequisite to herd immunity, a critical equilibrium for large populations to be healthy and sustainable.",People are often unaware of the risk they take upon themselves when not vaccinating. This is due to optimism bias and not thinking long term.,Flu vaccination
"There is a substantial amount of misinformation about the flu vaccine that has led to people making irrational decisions, and mandating the flu vaccine would correct for this asymmetry of information.","if I am the individual, I am the one that has the most to gain from vaccination, even though I did not get to choose myself. this is because humans are almost always not rational.",Flu vaccination
"flu vaccinations are a significant benefit to public health, as they limit disease vectors and contribute to herd immunity",It will teach kids to face there fear by forcing them to face there fear of needles,Flu vaccination
Flu vaccination should be mandatory in countries with national healthcare programmes because the state has to pick up the tab for people who willingly put themselves at risk.,The choice no to get vaccinated is not rational nor informed. Vaccination do work and suggesting they dont is the result of fake news,Flu vaccination
"The state should do all it can to save citizens lives, even if they don't want to, such as by preventing suicides. Therefore the state should vaccinate people of diseases.","Most people are not informed enough about the effects or don't think about it. When it comes to a matter of live or death, the state should force those people to to do it.",Flu vaccination
"The flu kills 36000 per year, many of which could be prevented by the vaccine.",Flu vaccination should be mandatory because even a very small risk of another Spanish Flu is unacceptable.,Flu vaccination
The elderly are particularly susceptible to disease as they have weaker immune systems. The vaccine protects them.,The proposal will lead to herd vaccination and thus complete erasor of the illness,Flu vaccination
"Even if flu vaccines aren't 100% effective, the chance of effectiveness is worth mandating vaccination since there are so few risks to people getting them that even one additionally prevented case is worth it.","Many people do not get the flu vaccine simply because they are lazy or fail to make the time to do so, mandating the flu vaccine would combat these pernicious decisions.",Flu vaccination
"The flu is deadly, especially for children, pregnant women, and the elderly and it is our duty to keep these people safe by ensuring no one around them carries this virus.","Just like with other regulations, if there are some groups that have justifiable reasons to avoid the flu vaccine, such as religious considerations, flu vaccination should still be mandatory, only with rooms for exemptions.",Flu vaccination
Flu vaccination should be mandatory because people who are healthy enough to receive the vaccine have a moral duty to limit the risk of the flu to those who cannot get the vaccine.,"The government job is to make laws that regulations people life, by doing it it can force people to take them and use her power for the good people life",Flu vaccination
The elderly are particularly susceptible to disease as they have weaker immune systems. The vaccine protects them.,we should make vaccination mandatory because then the government will save money - much fewer people will need to use hospitalist services.,Flu vaccination
"the most vulnerable population to the flu is of course the elderly and the younger. as it is a terrible thing to cause harm to a helpless human being, vaccines should be mandatory.","Flu vaccine is helping to young babys and kids to survive their first years Before the flu vaccine, many people's in Europe die because of the disease. Now we can give life for more people's",Flu vaccination
Flu vaccination mandates pave the way for more strict vaccine mandates in the future that will help protect people from more dangerous diseases.,"If more people will get vaccinate, it will cause a stronger incentive to doctors to create better vaccination",Flu vaccination
"Flu vaccination should be mandatory because the state has duty to promote public health, which it neglects if it allows people to put the community at risk by not vaccinating.",Flu vaccination should be mandatory in order to ensure that people who have been mislead into opposing the vaccine are not victims of their own ignorance.,Flu vaccination
"Many countries do not protect religious rights over the rights of the community, so the government has the obligation to protect more people through vaccination.",Vaccination would get a stamp of validation from the government - it's mandatory because it cant possibly harm you - and more people will choose to get vaccinated,Flu vaccination
"Flu vaccination should be mandatory because the state has duty to promote public health, which it neglects if it allows people to put the community at risk by not vaccinating.","Specifically those who don't get vaccinated are uneducated people who are not aware of the risks or read fake news, we know better and should protect them.",Flu vaccination
Herd immunity protects those who cannot get the vaccination due to allergies.,"Mandatory flu vaccination normalizes vaccines early on for children, which makes them less squeamish about future vaccines.",Flu vaccination
"Flu vaccination should be mandatory because when most people get the flu vaccine, it helps protect the population as a whole. This is because there are fewer infected people to transmit the highly contagious illness.","Governments need to think about the greater good and when people spread viruses through the air at the supermarket, schools, churches - these are cases where the government should intervene and ensure better health overall.",Flu vaccination
"People who can't get vaccinated due to medical reasons depend on herd immunity from mass vaccination of everyone else for protection, mandating vaccines maintains herd immunity.","Vaccination protect against death and therefore the state has a duty to vaccinate and its citizens even against their will, just like we forcefully enlistment for the army.",Flu vaccination
"Flu vaccination is good for society, because it reduces the number of dangerous or fatal cases of people contracting the disease.",medicine had proven vaccination as effective against flu which can be as damaging as deadly. every year thousands of people die from the flu.,Flu vaccination
"The state should do all it can to save citizens lives, even if they don't want to, such as by preventing suicides. Therefore the state should vaccinate people of diseases.","Just like with other regulations, if there are some groups that have justifiable reasons to avoid the flu vaccine, such as religious considerations, flu vaccination should still be mandatory, only with rooms for exemptions.",Flu vaccination
"Not vaccinating is an irrational decision, since their benefits clearly outweigh the harms, therefore the state should intervein and force them to take them.",The cost of preventing the disease is cheper then curing it thus is will save mony for the medical institution,Flu vaccination
Vaccinations are overall cheaper than the ongoing cost of medicine and healthcare to sick people.,"If more people will get vaccinate, it will cause a stronger incentive to doctors to create better vaccination",Flu vaccination
"The flu vaccine is scientifically proven to produce significantly more benefits to the individual than risks, and thus the state is justified in mandating flu vaccination.","Vaccination protect against death and therefore the state has a duty to vaccinate and its citizens even against their will, just like we forcefully enlistment for the army.",Flu vaccination
It's the state's responsibility to protect it's citizens. If the vaccination can reduce the amount of people suffering and dying that the state have to do it.,Due to no media content regulations people are subjected to many false facts about vaccinations and are therefore not knowledgeable enough to make the decision to vaccinate or not by themselves.,Flu vaccination
The group that's most vulnerable are those who wants to be protected from Flu. They can't get it completely without everyone getting the vaccination so we need to help them.,"if I am the individual, I am the one that has the most to gain from vaccination, even though I did not get to choose myself. this is because humans are almost always not rational.",Flu vaccination
"The flu kills 36000 per year, many of which could be prevented by the vaccine.","Keeps the people health as one group , it helps to be not get other people sick",Flu vaccination
"In rare cases flu can cause death, therefore, vaccination could save life",Vaccinations are overall cheaper than the ongoing cost of medicine and healthcare to sick people.,Flu vaccination
Greater usage of vaccines provides a greater sample size who prove vaccines are both safe and necessary to prevent disease.,Government taking a stance against anti-vaccination activists decreases fake news and provides more access to effective health care.,Flu vaccination
Herd immunity protects those who cannot get the vaccination due to social or religious constraints.,"Minimizes expenses on health care by evacuating doctor appointments and paydays, what allows better health care for everyone.",Flu vaccination
"Flu vaccination should be mandatory in order to ensure that people without the means to get the vaccine on their own are provided with protection from the flu, like children or elderly people.",You can catch the flue become you were uncautious or because you might it from someone if we prevent people from getting it we prevent them from passing on the flue,Flu vaccination
we should make vaccination mandatory because then the government will save money - much fewer people will need to use hospitalist services.,Government taking a stance against anti-vaccination activists decreases fake news and provides more access to effective health care.,Flu vaccination
"In developing countries where the flu is more likely to have intense adverse effects due to poor sanitation and lack of treatment, the flu vaccine prevents having to deal with a health crisis later.","Mandating the flu vaccine will make it easier for schools to administer it to students since they would no longer require consent from parents, this would lead to safer schools.",Flu vaccination
"It legitimizes and makes the act of vaccinating more a part of day to day life, thus more people likely to vaccinate in general","Economicly better for the society - vacsenation will prevent people from getting sick , causing more people to go to work ---&gt; more tax money",Flu vaccination
The proposal will lead to herd vaccination and thus complete erasor of the illness,Mandating flu vaccines will raise awareness about how deadly the flu actually is (causing thousands of death a year).,Flu vaccination
"The flu vaccine is scientifically proven to produce significantly more benefits to the individual than risks, and thus the state is justified in mandating flu vaccination.","Economicly better for the society - vacsenation will prevent people from getting sick , causing more people to go to work ---&gt; more tax money",Flu vaccination
Flu vaccination mandates pave the way for more strict vaccine mandates in the future that will help protect people from more dangerous diseases.,"Greater demand to the vaccine decreases costs due to returns to scale in production, allowing people in poverty to protect their lives.",Flu vaccination
"Making flu vaccination mandatory would mean more people are immune from the flu, which saves lives because, even though the flu has a low mortality rate, this rate is still nonzero.","Because it is so widespread, hundreds of people die from the flu every year. This vaccine saves lives, and this is more important than people's preferences.",Flu vaccination
"The state should do all it can to save citizens lives, even if they don't want to, such as by preventing suicides. Therefore the state should vaccinate people of diseases.","Most people who choose not to get vaccinated do so on the basis of false information and rumors (for example, that vaccines cause autism). Therefore, their choice is not conscious and should not be considered.",Flu vaccination
"There is a substantial amount of misinformation about the flu vaccine that has led to people making irrational decisions, and mandating the flu vaccine would correct for this asymmetry of information.","The government job is to make laws that regulations people life, by doing it it can force people to take them and use her power for the good people life",Flu vaccination
Flu vaccination should be mandatory in order to ensure that people who have been mislead into opposing the vaccine are not victims of their own ignorance.,"Not vaccinating is an irrational decision, since their benefits clearly outweigh the harms, therefore the state should intervein and force them to take them.",Flu vaccination
"The flu vaccine is scientifically proven to produce significantly more benefits to the individual than risks, and thus the state is justified in mandating flu vaccination.",Flu vaccination should be mandatory because Doctors who are experts on epidemics and the flu know what is best for people better than they know it for themselves.,Flu vaccination
The group that's most vulnerable are those who wants to be protected from Flu. They can't get it completely without everyone getting the vaccination so we need to help them.,"Specifically those who don't get vaccinated are uneducated people who are not aware of the risks or read fake news, we know better and should protect them.",Flu vaccination
Greater usage of vaccines provides a greater sample size who prove vaccines are both safe and necessary to prevent disease.,Government signalling that health is important and must actively be regulated can change people's behavior in favor of public health.,Flu vaccination
"Given how herd immunity works, every person who isn't vaccinated massively increases the chances of everyone else getting sick. Therefore, when more people are vaccinated, we get a healthier society.","if I am the individual, I am the one that has the most to gain from vaccination, even though I did not get to choose myself. this is because humans are almost always not rational.",Flu vaccination
"Flu vaccination is good for society, because it reduces the number of dangerous or fatal cases of people contracting the disease.",The cost of preventing the disease is cheper then curing it thus is will save mony for the medical institution,Flu vaccination
"Vaccination protect against death and therefore the state has a duty to vaccinate and its citizens even against their will, just like we forcefully enlistment for the army.","Sending people to vaccinate will make people see some doctor and have some interaction with medical professionals, means more awareness and probability for people to care for their health",Flu vaccination
"The economic harm caused by flu, in terms of work hours lost, is huge. As a society, we have a clear interest to intervene and prevent it.","Economicly better for the society - vacsenation will prevent people from getting sick , causing more people to go to work ---&gt; more tax money",Flu vaccination
"If adults were regulated to get the vaccine, they would save thousands of hours in productivity that is lost to disease.",The choice no to get vaccinated is not rational nor informed. Vaccination do work and suggesting they dont is the result of fake news,Flu vaccination
"If more people will get vaccinate, it will cause a stronger incentive to doctors to create better vaccination","There no proves of the vaccination causing any disease or illness, meaning it only benefits anyone getting it.",Flu vaccination
"Flu vaccination should be mandatory in order to ensure that people without the means to get the vaccine on their own are provided with protection from the flu, like children or elderly people.","Just like with other regulations, if there are some groups that have justifiable reasons to avoid the flu vaccine, such as religious considerations, flu vaccination should still be mandatory, only with rooms for exemptions.",Flu vaccination
"Children are unable to decide for themselves whether or no to get vaccinated, and thus the government should step in to mandate vaccination in order to protect them from bad parental decision making.","Making flu vaccination mandatory would mean more people are immune from the flu, which saves lives because, even though the flu has a low mortality rate, this rate is still nonzero.",Flu vaccination
"The flu kills 36000 per year, many of which could be prevented by the vaccine.",A government mandate on flu vaccination will counterbalance lies being spread by the anti-vaxxing movement that are detrimental to society.,Flu vaccination
The elderly are particularly susceptible to disease as they have weaker immune systems. The vaccine protects them.,The cost of preventing the disease is cheper then curing it thus is will save mony for the medical institution,Flu vaccination
"Minimizes expenses on health care by evacuating doctor appointments and paydays, what allows better health care for everyone.","Greater demand to the vaccine decreases costs due to returns to scale in production, allowing people in poverty to protect their lives.",Flu vaccination
"Herd Immunity: we can defeat plagues or viruses completely by gaining a critical mass of vaccinated people, so the disease cannot be spread","Mandatory vaccines would put the government in line with pro health charities and political groups, expanding health access and consciousness for the entire populace.",Flu vaccination
"If adults were regulated to get the vaccine, they would save thousands of hours in productivity that is lost to disease.",Government signaling created by mandating flu vaccines lends legitimacy to medicine and vaccine science more broadly.,Flu vaccination
Mandating flu vaccines will raise awareness about how deadly the flu actually is (causing thousands of death a year).,The choice no to get vaccinated is not rational nor informed. Vaccination do work and suggesting they dont is the result of fake news,Flu vaccination
"Mandating the flu vaccine is a prerequisite to herd immunity, a critical equilibrium for large populations to be healthy and sustainable.",Flu vaccination mandates pave the way for more strict vaccine mandates in the future that will help protect people from more dangerous diseases.,Flu vaccination
"Even if flu vaccines aren't 100% effective, the chance of effectiveness is worth mandating vaccination since there are so few risks to people getting them that even one additionally prevented case is worth it.",Due to no media content regulations people are subjected to many false facts about vaccinations and are therefore not knowledgeable enough to make the decision to vaccinate or not by themselves.,Flu vaccination
"Vulnerable populations who cannot be vaccinated and who are particularly vulnerable to flu-induced mortality--such as people with immunological deficiencies--require herd immunity to be safe, and herd immunity can only be achieved with mandatory vaccination.","Most people are not informed enough about the effects or don't think about it. When it comes to a matter of live or death, the state should force those people to to do it.",Flu vaccination
The elderly can spread disease easily due to proximity in care facilities. The vaccine prevents them from spreading a life threatening disease.,"Keeps the people health as one group , it helps to be not get other people sick",Flu vaccination
"Children are unable to decide for themselves whether or no to get vaccinated, and thus the government should step in to mandate vaccination in order to protect them from bad parental decision making.","Many people do not get the flu vaccine simply because they are lazy or fail to make the time to do so, mandating the flu vaccine would combat these pernicious decisions.",Flu vaccination
"Life and health are a prerequisite to accessing any other human rights, and because the flu vaccine facilitates both of these the government should intervene to mandate the vaccine and maximizing access to rights.",Flu vaccination should be mandatory because if governments order hundreds of millions of units of the vaccine it will drive down the cost for everyone and facilitate access to good health.,Flu vaccination
"In rare cases flu can cause death, therefore, vaccination could save life",Herd immunity protects those who cannot get the vaccination due to allergies.,Flu vaccination
The proposal will lead to herd vaccination and thus complete erasor of the illness,These vaccines are very safe in comparison to the damage they prevent.,Flu vaccination
