Winner,Loser,Hyper_Topic
Many vegetarian diets are unhealthy and rely on highly processed food products whose manufacture contributes to climate change.,"Agricultural crop fields also kill animals, so vegetarianism doesn't actually save animal life.",Vegetarianism
Adopting vegetarianism will lead to millions of workers losing their jobs in the livestock industry around the globe.,Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
Vegetarianism is not healthy for pregnant woman because they don't get enough nutrients.,Humans have a biological imperative to consume meat which should not be ignored through vegetarianism.,Vegetarianism
"We value human life way more than we value the life of an aninal, therefore since eating meat is the healthier choice, we should prioritize it over the lives of the animals and object vegetarianism","Animals are a lot like ants, they are alive but do not live meaningful lives like humens, just like were allowed to kill ants we should be allowed to eat meat and not be vegetarian",Vegetarianism
Adopting vegetarianism will have a massive economic cost since you will lose all jobs and economic activity from the meat industry and it will not be replaced by crops.,"Many people feel better on a meat-inclusive diet, and people should do whatever makes them happy and functional, so they should only adopt vegetarianism if they want to (not because of social coercion).",Vegetarianism
"We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.","Agriculture is based more on human slave labor than the meat industry, therefore by eating meat (and fewer plants) you rely less on slaves and support better working conditions",Vegetarianism
"Humans require B12, which is only found in adequate amounts in meat, and supplements aren't absorbed by some individuals, making a vegetarian lifestyle unhealthy",The government is expressing power over people's bodies in an illegal way by removing a massive swath of potential food items from being considered by forcing vegetarianism on its citizens.,Vegetarianism
"The government should not take actions which put huge numbers of people out of work, which would be an inevitable outcome of enforced vegetarianism.",Even if it is possiable to live a healthy life style without meat it is very difficult which means most people will live an unhealthy life style without meat.,Vegetarianism
"In some areas (e.g., East Africa and other poor soil areas), livestock is the most efficient means of producing food.","We should not adopt vegetarianism because it would undermine the traditional food culture, and food is an important part of people's connection to their family and community.",Vegetarianism
"vegetarianism will harm our body, there are important things that are mostly found in meat that are hard to find alrenatives for (and those are pricier, which will harm the poor)","vegetarianism is morally wrong because the many animals now in captive will be released and won't be able to live in nature, so they will die",Vegetarianism
"A widespread shift to vegetarianism would have a massively negative impact on meat production, which is a large sector of the global economy.","In order to alleviate the harms of meat production, vegetarianism is not required by most people, only the general reduction of meat consumption.",Vegetarianism
It's harder to get all the things you need for a balanced diet while being vegetarian.,"Most people who adopt vegetarianism, do it without supervision and hurt themself beasue if it, for example lack of Iron or portion",Vegetarianism
"Individuals should have the ability to decide what they consume which is impossible through enforced vegetarianism, as it is fundamental to the way they live their lives.",You do not have to adopt vegetarianism to protect the environment. You can eat chicken that pollutes less or just eat a little meat.,Vegetarianism
"We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.","Most people who adopt vegetarianism, do it without supervision and hurt themself beasue if it, for example lack of Iron or portion",Vegetarianism
adopting vegetarianism will result in realising all domesticated animal grown for the meet industry. the realising of the big amount of domesticated animals will hurt the wildlife balance.,"people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",Vegetarianism
"Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.","We only have one life to live and one of the most universal pleasurable experiences is eating good food, so although there is some delicious vegetarian food, eating meat is part of a good life.",Vegetarianism
The meat and fish production industry provides a living to hundreds of thousands of people worldwide. Vegetarianism will take away they means of livelihood.,"In some areas (e.g., East Africa and other poor soil areas), livestock is the most efficient means of producing food.",Vegetarianism
"To have healthy vegatarian diet you will need a lot of supplements like b12 and iron which are expansive, the poor will be also sick.",Cultures that evolved through fishing and local harvest would be devastated if they could not consume meat and were forced to be vegetarians.,Vegetarianism
"The government should not take actions which put huge numbers of people out of work, which would be an inevitable outcome of enforced vegetarianism.","Although vegetables are cheaper, a lot of people don't know how to prepare filling and nutritious meals without meat, making vegetarianism unfeasible for many people.",Vegetarianism
"Meat is part of many people's cultural and social traditions, making vegetarianism actively uncomfortable and foreign.",We should not adopt vegetarianism because it would create a huge backlash against sustainable living.,Vegetarianism
It's harder to get all the things you need for a balanced diet while being vegetarian.,"We should not adopt vegetarianism because most people do not want to, and the legitimacy of a policy rests with the public will.",Vegetarianism
"Some animals are alive just because of the meat industry who gives them food and protects them, if we forego meat at once the meat industry will close and those animals will die sooner.","Animals are a lot like ants, they are alive but do not live meaningful lives like humens, just like were allowed to kill ants we should be allowed to eat meat and not be vegetarian",Vegetarianism
It's harder to get all the things you need for a balanced diet while being vegetarian.,"Animals deserve less rights than humans, and it is legitimate for humans to prioritize their enjoyment over the suffering of animals.",Vegetarianism
"There are a lot of current legislative regulations that mandate ethical slaughter of animals, we just need to expand and enforce them instead of going vegetarian.",You do not have to adopt vegetarianism to protect the environment. You can eat chicken that pollutes less or just eat a little meat.,Vegetarianism
"vegetarianism will harm our body, there are important things that are mostly found in meat that are hard to find alrenatives for (and those are pricier, which will harm the poor)","Animals can be raised in more climates than individual types of vegetables, making food more accessible for dry, arid countries that do not adopt vegetarianism.",Vegetarianism
"Many religions require the consumption of meat on certain holy days, making enforced vegetarianism a violation of religious freedom.","Many cultures have meat based dishes which are important for their communities and the mechanisms by which they understand their history, which are inaccessible through vegetarianism.",Vegetarianism
Vegetarians are unable to get enough protein to live a healthy life and develop healthy muscle mass.,"The government should not take actions which put huge numbers of people out of work, which would be an inevitable outcome of enforced vegetarianism.",Vegetarianism
"We should not adopt vegetarianism because many people would not have access to healthy substitutes for meat, so their nutrition would decline.","Humans were born omnivores, so people should have the choice to do whatever they want and be able to eat meat.",Vegetarianism
Many people believe meat tastes better than vegetables and they should be able to decide what they would want to eat and should not be forced to be vegetarian.,Some leaders of the vegetarian &amp; vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
"Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor.","It is not immoral to eat animals because they are not members of our social constructs and do not have moral worth, therefore a meatless diet is not morally required.",Vegetarianism
"We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",Eating meat is very enjoying to alot of people and a big part of their culture and life style. If we move to vegetarianism we will reduce human happiness.,Vegetarianism
"Vegetarianism is prone to protein, vitamin B12, Zinc, and other important chemical deficiencies, making meat inclusive diets healthier.","High quantities of soy, grain, starch, or any food common for vegetarians can have adverse health effects.",Vegetarianism
The government is expressing power over people's bodies in an illegal way by removing a massive swath of potential food items from being considered by forcing vegetarianism on its citizens.,"In agriculture more animals are killed (pest extermination, tilling land kills underground dwellers, etc) than in the meat industry. Therefore by eating more meat and less plants you actually save lives",Vegetarianism
"Meat is part of many people's cultural and social traditions, making vegetarianism actively uncomfortable and foreign.","In order to alleviate the harms of meat production, vegetarianism is not required by most people, only the general reduction of meat consumption.",Vegetarianism
Harvesting plants for vegetarianism takes a considerable amount of land and would likely lead to deforestation if animals could not be raised,Even if it is possiable to live a healthy life style without meat it is very difficult which means most people will live an unhealthy life style without meat.,Vegetarianism
"A black market created by enforced vegetarianism would make it easier for more dangerous black markets, such as the drug and weapons markets, to find social acceptance and hide among less heinous markets.","Some animals are alive just because of the meat industry who gives them food and protects them, if we forego meat at once the meat industry will close and those animals will die sooner.",Vegetarianism
The government is expressing power over people's bodies in an illegal way by removing a massive swath of potential food items from being considered by forcing vegetarianism on its citizens.,"There are methods of meat production such as free range farming that allow for people to eat meat but still ensure animals are treated humanely, meaning that you can be moral without a meatless diet.",Vegetarianism
"Vegetarian diets don't have enough iron, calcium, and other minerals, making people more prone to disease and injury.",Harvesting plants for vegetarianism takes a considerable amount of land and would likely lead to deforestation if animals could not be raised,Vegetarianism
"Individuals should have the ability to do or consume anything which doesn't cause direct, considerable third party harms, which includes meat consumption and refusing vegetarianism.","Vegetarianism hurts the life quality, health wise (later discussed) and happiness wise. meat is yummy, people should have the possibility to eat meat if they please. they will enjoy it.",Vegetarianism
The meat and fish production industry provides a living to hundreds of thousands of people worldwide. Vegetarianism will take away they means of livelihood.,"Animals are easier to ship around the world, as they do not need to be slaughtered until they are received, leading to less spoilage, making vegetarianism worse for food preservation.",Vegetarianism
"Meat is a major source of protein and other dietary needs, and vegetarianism would decrease the amount of these that the average person would consume.","The meat industry sustains a huge population of animals that are unfit to survive in the wild. If a large portion of the population becomes vegeterian, these animals will be killed.",Vegetarianism
"There are nutrients and vitamins that come predominantly from meat products, and people who abstain from them are likely to be less healthy.",Animals have not demonstrated cognition or societies and are therefore not deserving of moral standing through vegetarianism.,Vegetarianism
Many people believe meat tastes better than vegetables and they should be able to decide what they would want to eat and should not be forced to be vegetarian.,adopting vegetarianism will create a black market of meet industry. the markets will be controlled by gangs similar to the prohibition period in 1930s.,Vegetarianism
Many vegetarian diets are unhealthy and rely on highly processed food products whose manufacture contributes to climate change.,People who support vegetarianism tend to preach in an annoying fashion; by ending that we could increase public happiness.,Vegetarianism
"Meat eating is am important part in many traditions holidays and religions,there for we can't adopt vegetarianism",Animals have not demonstrated cognition or societies and are therefore not deserving of moral standing through vegetarianism.,Vegetarianism
"Humans were born omnivores, so people should have the choice to do whatever they want and be able to eat meat.","Meat is delicious, the New York Strips is one of the greatest meals of all time.",Vegetarianism
"Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor.","Since unlike humans, farm animals are exteremely unlikely to do something significant in their lifetime, there is no moral or real world implication to an animal having a shorter life.",Vegetarianism
"We should not adopt vegetarianism because it would devastate communities that rely on livestock to bring in capital - like the entire country of Argentina, which depends heavily on beef.","Human being have evolved to be omnivores who eat both plants and meat, so it is both healthy and appropriate that we continue to behave in a way that is consistent with our evolution.",Vegetarianism
"This would collapse Latin American democracies (Brazil, Uruguay etc.), whose political configurations have already been weakened by anemic international economic growth for luxury food items (steak particularly)","In the world and society we have the food chain that relay on the idea that the stronger eat the weak, vegetarian lifestyle doesn’t make it happen",Vegetarianism
"Any sort of legal requirement for vegetarianism would be unjust, as the right to consume what one desires should be a fundamental right so long as it doesn't violate another person's bodily autonomy.","We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",Vegetarianism
"Any sort of legal requirement for vegetarianism would be unjust, as the right to consume what one desires should be a fundamental right so long as it doesn't violate another person's bodily autonomy.",Most banned substances have seen a greater use in society (as with alcohol in the US in the 1920s); by making a national policy adopting vegetarianism we risk increasing consumption and undermining our effort.,Vegetarianism
The meat industry is employing millions of people who will lose their jobs if we forego meat at once. We should prioritize the meat industry human workers over animals.,"Without farms breeding and high yield species of cow, chicken, and pigs, these species would go extinct due to vegetarianism as they do not have adaptations to protect them in nature.",Vegetarianism
"Food is an important part of cultural identity and adopting vegetarianism would be inconsistent with maintaining highly valued aspects of many cultures, identification with which forms a key element in many people's identity.","Vegetarianism hurts the life quality, health wise (later discussed) and happiness wise. meat is yummy, people should have the possibility to eat meat if they please. they will enjoy it.",Vegetarianism
"We should not adopt vegetarianism because most people would be forced to rely on soy for protein without meat, which has hormones in it that are detrimental if consumed in excess.","Since unlike humans, farm animals are exteremely unlikely to do something significant in their lifetime, there is no moral or real world implication to an animal having a shorter life.",Vegetarianism
"The meat industry hires millions of workers around the world and is the main source of income for many towns and cities, vegetarianism would jeopardize the livelihood of millions.","Food is an important part of cultural identity and adopting vegetarianism would be inconsistent with maintaining highly valued aspects of many cultures, identification with which forms a key element in many people's identity.",Vegetarianism
"Many religions require the consumption of meat on certain holy days, making enforced vegetarianism a violation of religious freedom.","In food deserts, meat is more accessible than a diversity of vegetarian cuisine and ingredients.",Vegetarianism
The meat industry is employing millions of people who will lose their jobs if we forego meat at once. We should prioritize the meat industry human workers over animals.,"Individuals should have the ability to do or consume anything which doesn't cause direct, considerable third party harms, which includes meat consumption and refusing vegetarianism.",Vegetarianism
"We should not adopt vegetarianism because given the propensity for waste in our society, it would not lead to significant environmental improvements.",Humans have a biological imperative to consume meat which should not be ignored through vegetarianism.,Vegetarianism
People will be anemic and lack protein if there aren't readily accessible sources,Humans have a biological imperative to consume meat which should not be ignored through vegetarianism.,Vegetarianism
We should not adopt vegetarianism because millions of peoples would lose their jobs if the meat industry went away,Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
"Without farms breeding and high yield species of cow, chicken, and pigs, these species would go extinct due to vegetarianism as they do not have adaptations to protect them in nature.","A lot of rights that apply to humans are not applied to animals (example, the right to vote); therefore the rights of humans to choose is more important than the rights of animals to live.",Vegetarianism
"A black market created by enforced vegetarianism would make it easier for more dangerous black markets, such as the drug and weapons markets, to find social acceptance and hide among less heinous markets.","We value human life way more than we value the life of an aninal, therefore since eating meat is the healthier choice, we should prioritize it over the lives of the animals and object vegetarianism",Vegetarianism
"Without farms breeding and high yield species of cow, chicken, and pigs, these species would go extinct due to vegetarianism as they do not have adaptations to protect them in nature.","We only have one life to live and one of the most universal pleasurable experiences is eating good food, so although there is some delicious vegetarian food, eating meat is part of a good life.",Vegetarianism
"Individuals should have the ability to decide what they consume which is impossible through enforced vegetarianism, as it is fundamental to the way they live their lives.","There is no moral problem in eating meat. Animals have no consciousness like human beings, and slaughterhouses provide them with a quick and painless death. Therefore, we do not have to adopt vegetarianism.",Vegetarianism
"Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.","Conditions in the meat industry have improved drastically, life in the wild or no life at all is in no way better for these animals therefore we dont harm animals and shouldnt be vegetarians",Vegetarianism
Meat and meat-derived protein is higher quality than vegetarian protein substitutes.,"Moral and rights are only true for humans, there for is not better to adopt vegetarianism",Vegetarianism
"Animals can be raised in more climates than individual types of vegetables, making food more accessible for dry, arid countries that do not adopt vegetarianism.","vegetarianism is morally wrong, because people have limited amount of time to spend, by focusing on animals they spend less time fighting for people who are harmed (child labor, etc)",Vegetarianism
"Even though vegetarians avoid the hormones and antibiotics in meat, they still get very high doses of all the pesticides and herbicides that get doused over farmed plants.","We only have one life to live and one of the most universal pleasurable experiences is eating good food, so although there is some delicious vegetarian food, eating meat is part of a good life.",Vegetarianism
Problems with meat production should not be addressed by abandoning it completely; rather those concerned about animal welfare should work with farmers to make it more humane.,"Animals deserve less rights than humans, and it is legitimate for humans to prioritize their enjoyment over the suffering of animals.",Vegetarianism
"Attempting to make vegetarianism law would create a criminal society where huge swaths of the population would refuse to follow the law, weakening faith in law and the power of government.","Since unlike humans, farm animals are exteremely unlikely to do something significant in their lifetime, there is no moral or real world implication to an animal having a shorter life.",Vegetarianism
"We should not adopt vegetarianism because given the propensity for waste in our society, it would not lead to significant environmental improvements.","people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",Vegetarianism
"By adopting vegetarianism as a society, we are necessarily silencing voices that would prefer eating meat. of course, we are allowing other voices to be heard, but hurt the fundamental right of choice for others.",Some leaders of the vegetarian &amp; vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
Becoming vegetarian is unhealthy. Not eating meat increases the chances of anemia and malnutrition because of the lack of proteins and iron.,"Animal waste is an important tool for creating natural fertilizer and keeping land arable, which would be difficult to maintain under enforced vegetarianism.",Vegetarianism
People have eaten meat for the intire history and the health of the body depands on substances that are most easily acquired by meat.,"We should not adopt vegetarianism because it would undermine the traditional food culture, and food is an important part of people's connection to their family and community.",Vegetarianism
"Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor.",Most banned substances have seen a greater use in society (as with alcohol in the US in the 1920s); by making a national policy adopting vegetarianism we risk increasing consumption and undermining our effort.,Vegetarianism
We should not adopt vegetarianism because it would create a huge backlash against sustainable living.,Feeding humans is likely the most significant thing the animal can do anyway,Vegetarianism
"Many religions require the consumption of meat on certain holy days, making enforced vegetarianism a violation of religious freedom.",It's harder to get all the things you need for a balanced diet while being vegetarian.,Vegetarianism
"vegetarianism is morally wrong, because people have limited amount of time to spend, by focusing on animals they spend less time fighting for people who are harmed (child labor, etc)","people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",Vegetarianism
We should not adopt vegetarianism because this is a violation of personal autonomy,"Being vegetarians makes it harder for people you eat with, since they have to accommodate your harsh preference.",Vegetarianism
Many cultures have traditions of eating meat; by banning eating meat you are hurting the rights of humans to express themselves.,It's harder to get all the things you need for a balanced diet while being vegetarian.,Vegetarianism
"Meat is a major source of protein and other dietary needs, and vegetarianism would decrease the amount of these that the average person would consume.","It is not immoral to eat animals because they are not members of our social constructs and do not have moral worth, therefore a meatless diet is not morally required.",Vegetarianism
"Vegetarianism is not healthy for human beings, as it lacks critical vitamins such as B12. People cannot be trusted to take such supplements instead of meat.","The meat industry sustains a huge population of animals that are unfit to survive in the wild. If a large portion of the population becomes vegeterian, these animals will be killed.",Vegetarianism
Meat is an important part of certain cultures traditions. Removing it from their diets would harm their heritage,"Eating meat is tasty, and eating tasty food is one of the greatest joys in life, therefore we shouldn't be vegetarians.",Vegetarianism
We should not adopt vegetarianism because millions of peoples would lose their jobs if the meat industry went away,"Many children develop eating disorders, which could be very dangerous. Vegetarianism sends a dangerous message that some food is wrong, and that can drive such disorders.",Vegetarianism
Adopting vegetarianism will have a massive economic cost since you will lose all jobs and economic activity from the meat industry and it will not be replaced by crops.,Most banned substances have seen a greater use in society (as with alcohol in the US in the 1920s); by making a national policy adopting vegetarianism we risk increasing consumption and undermining our effort.,Vegetarianism
Vegetarians are unable to get enough protein to live a healthy life and develop healthy muscle mass.,"Being vegetarians makes it harder for people you eat with, since they have to accommodate your harsh preference.",Vegetarianism
"Food is an important part of cultural identity and adopting vegetarianism would be inconsistent with maintaining highly valued aspects of many cultures, identification with which forms a key element in many people's identity.","vegetarianism is morally wrong because the many animals now in captive will be released and won't be able to live in nature, so they will die",Vegetarianism
The meat and fish production industry provides a living to hundreds of thousands of people worldwide. Vegetarianism will take away they means of livelihood.,"There are a lot of current legislative regulations that mandate ethical slaughter of animals, we just need to expand and enforce them instead of going vegetarian.",Vegetarianism
Meat provides healthy saturated fats that vegetarians don't get enough of and are important to immune and central nervous system functioning.,"Even though vegetarians avoid the hormones and antibiotics in meat, they still get very high doses of all the pesticides and herbicides that get doused over farmed plants.",Vegetarianism
"You do not have to adopt vegetarianism to keep you healthy. You can maintain a balanced diet and maybe even cut a little on the red-meat, but you do have not stop eating meat completely.","Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.",Vegetarianism
People will be anemic and lack protein if there aren't readily accessible sources,"Meat eating is am important part in many traditions holidays and religions,there for we can't adopt vegetarianism",Vegetarianism
"Human being have evolved to be omnivores who eat both plants and meat, so it is both healthy and appropriate that we continue to behave in a way that is consistent with our evolution.","vegetarianism is morally wrong, because people have limited amount of time to spend, by focusing on animals they spend less time fighting for people who are harmed (child labor, etc)",Vegetarianism
"Vegetarianism is not healthy for human beings, as it lacks critical vitamins such as B12. People cannot be trusted to take such supplements instead of meat.","Although vegetables are cheaper, a lot of people don't know how to prepare filling and nutritious meals without meat, making vegetarianism unfeasible for many people.",Vegetarianism
"Animals are easier to ship around the world, as they do not need to be slaughtered until they are received, leading to less spoilage, making vegetarianism worse for food preservation.",Some leaders of the vegetarian &amp; vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
"A black market created by enforced vegetarianism would make it easier for more dangerous black markets, such as the drug and weapons markets, to find social acceptance and hide among less heinous markets.",Meat and fish are simply more tasty than food which is solely based on vegetarianism. Eating is a major pleasure of people and they should not give up the most tasty parts.,Vegetarianism
"Individuals would likely neglect their animals or release them into the wild if they could no longer sell them because vegetarianism, where they would die of starvation, be eaten, or face an even crueler fate.","We value human life way more than we value the life of an aninal, therefore since eating meat is the healthier choice, we should prioritize it over the lives of the animals and object vegetarianism",Vegetarianism
"Conditions in the meat industry have improved drastically, life in the wild or no life at all is in no way better for these animals therefore we dont harm animals and shouldnt be vegetarians",Some leaders of the vegetarian & vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
"Meat is part of many people's cultural and social traditions, making vegetarianism actively uncomfortable and foreign.","We should not adopt vegetarianism because eating meat, even in more limited amounts than we do currently, makes people happy.",Vegetarianism
"You do not have to adopt vegetarianism to keep you healthy. You can maintain a balanced diet and maybe even cut a little on the red-meat, but you do have not stop eating meat completely.",Some leaders of the vegetarian &amp; vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
"Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.","There is no moral problem in eating meat. Animals have no consciousness like human beings, and slaughterhouses provide them with a quick and painless death. Therefore, we do not have to adopt vegetarianism.",Vegetarianism
You do not have to adopt vegetarianism to protect the environment. You can eat chicken that pollutes less or just eat a little meat.,"Rights stem from one's relationship with the state, meaning a vegetarian conception of rights for animals is fundamentally illogical.",Vegetarianism
"In agriculture more animals are killed (pest extermination, tilling land kills underground dwellers, etc) than in the meat industry. Therefore by eating more meat and less plants you actually save lives",Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
"The meat industry hires millions of workers around the world and is the main source of income for many towns and cities, vegetarianism would jeopardize the livelihood of millions.","A lot of rights that apply to humans are not applied to animals (example, the right to vote); therefore the rights of humans to choose is more important than the rights of animals to live.",Vegetarianism
"There is no moral problem in eating meat. Animals have no consciousness like human beings, and slaughterhouses provide them with a quick and painless death. Therefore, we do not have to adopt vegetarianism.",Some leaders of the vegetarian &amp; vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
Meat provides healthy saturated fats that vegetarians don't get enough of and are important to immune and central nervous system functioning.,Our needs as humans are our primary concern and it is difficult to eat a balanced meal and get all the nutrients we need without eating animals.,Vegetarianism
"Vegetarianism is not healthy for human beings, as it lacks critical vitamins such as B12. People cannot be trusted to take such supplements instead of meat.",Problems with meat production should not be addressed by abandoning it completely; rather those concerned about animal welfare should work with farmers to make it more humane.,Vegetarianism
"Rights stem from one's relationship with the state, meaning a vegetarian conception of rights for animals is fundamentally illogical.","Eating meat is tasty, and eating tasty food is one of the greatest joys in life, therefore we shouldn't be vegetarians.",Vegetarianism
"Food is an important part of cultural identity and adopting vegetarianism would be inconsistent with maintaining highly valued aspects of many cultures, identification with which forms a key element in many people's identity.",The meat industry is employing millions of people who will lose their jobs if we forego meat at once. We should prioritize the meat industry human workers over animals.,Vegetarianism
Adopting vegetarianism will have a massive economic cost since you will lose all jobs and economic activity from the meat industry and it will not be replaced by crops.,"We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",Vegetarianism
"Individuals should have the ability to decide what they consume which is impossible through enforced vegetarianism, as it is fundamental to the way they live their lives.","Attempting to make vegetarianism law would create a criminal society where huge swaths of the population would refuse to follow the law, weakening faith in law and the power of government.",Vegetarianism
"We should not adopt vegetarianism because it would undermine the traditional food culture, and food is an important part of people's connection to their family and community.","Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.",Vegetarianism
"Vegetarianism contributes to low bone density since there isn't enough calcium in the diet, which can cause long term issues with bone stability and strength.",Adopting vegetarianism will lead to millions of workers losing their jobs in the livestock industry around the globe.,Vegetarianism
"There are religion ceremonies that include eating meat, being vegeterian will make us unable to fully take a part in them, so we will feel out of the group, unwanted (and go against god's will).","Even if animals have rights, it is clear that humans have rights of a higher order. Eating animals generates utility for humans - it is better to satisfy the entity with higher order rights.",Vegetarianism
Meat provides healthy saturated fats that vegetarians don't get enough of and are important to immune and central nervous system functioning.,"people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",Vegetarianism
Vegetarianism is not healthy for pregnant woman because they don't get enough nutrients.,"Meat is delicious, the New York Strips is one of the greatest meals of all time.",Vegetarianism
"Many people feel better on a meat-inclusive diet, and people should do whatever makes them happy and functional, so they should only adopt vegetarianism if they want to (not because of social coercion).",Attempting to enforce vegetarianism would create a black market for meat that has less safety regulation on the sale of meat and no protections for workers.,Vegetarianism
"We should not adopt vegetarianism because many people would not have access to healthy substitutes for meat, so their nutrition would decline.","Pleasure from meat is one of the most important things we have , and today we can't copy it when we adopt vegetarianism",Vegetarianism
"Meat is a major source of protein and other dietary needs, and vegetarianism would decrease the amount of these that the average person would consume.","Although vegetables are cheaper, a lot of people don't know how to prepare filling and nutritious meals without meat, making vegetarianism unfeasible for many people.",Vegetarianism
"Attempting to make vegetarianism law would create a criminal society where huge swaths of the population would refuse to follow the law, weakening faith in law and the power of government.","This would collapse Latin American democracies (Brazil, Uruguay etc.), whose political configurations have already been weakened by anemic international economic growth for luxury food items (steak particularly)",Vegetarianism
Becoming vegetarian is unhealthy. Not eating meat increases the chances of anemia and malnutrition because of the lack of proteins and iron.,We should not adopt vegetarianism because millions of peoples would lose their jobs if the meat industry went away,Vegetarianism
Adopting vegetarianism will have a massive economic cost since you will lose all jobs and economic activity from the meat industry and it will not be replaced by crops.,Problems with meat production should not be addressed by abandoning it completely; rather those concerned about animal welfare should work with farmers to make it more humane.,Vegetarianism
"We should not adopt vegetarianism because it would devastate communities that rely on livestock to bring in capital - like the entire country of Argentina, which depends heavily on beef.",adopting vegetarianism will result in realising all domesticated animal grown for the meet industry. the realising of the big amount of domesticated animals will hurt the wildlife balance.,Vegetarianism
"Meat-based dishes are an intrinsic part of ethnic, national and human culture, and moving on from that is a loss of intangible cultural value.","We should not adopt vegetarianism because it would undermine the traditional food culture, and food is an important part of people's connection to their family and community.",Vegetarianism
"Humans require B12, which is only found in adequate amounts in meat, and supplements aren't absorbed by some individuals, making a vegetarian lifestyle unhealthy",Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
"Vegetarianism is not healthy for human beings, as it lacks critical vitamins such as B12. People cannot be trusted to take such supplements instead of meat.","Many people feel better on a meat-inclusive diet, and people should do whatever makes them happy and functional, so they should only adopt vegetarianism if they want to (not because of social coercion).",Vegetarianism
The meat and fish production industry provides a living to hundreds of thousands of people worldwide. Vegetarianism will take away they means of livelihood.,"Adopting vegan life can’t be forced on people,we need to give them the information and idea but not force vegetarian",Vegetarianism
"We should not adopt vegetarianism because many people would not have access to healthy substitutes for meat, so their nutrition would decline.","vegetarianism is morally wrong because the many animals now in captive will be released and won't be able to live in nature, so they will die",Vegetarianism
"High quantities of soy, grain, starch, or any food common for vegetarians can have adverse health effects.","Humans were born omnivores, so people should have the choice to do whatever they want and be able to eat meat.",Vegetarianism
"Agricultural crop fields also kill animals, so vegetarianism doesn't actually save animal life.",We should not adopt vegetarianism because it would create a huge backlash against sustainable living.,Vegetarianism
"Meat-based dishes are an intrinsic part of ethnic, national and human culture, and moving on from that is a loss of intangible cultural value.","A widespread shift to vegetarianism would have a massively negative impact on meat production, which is a large sector of the global economy.",Vegetarianism
We should not adopt vegetarianism because millions of peoples would lose their jobs if the meat industry went away,"Most people who adopt vegetarianism, do it without supervision and hurt themself beasue if it, for example lack of Iron or portion",Vegetarianism
"We should not adopt vegetarianism because some nutrients, like omega-3 acids, are hard to come by from sources other than meat.",some people will loose the joy in eating. a joy that is known to be important for many people life's.,Vegetarianism
Many people believe meat tastes better than vegetables and they should be able to decide what they would want to eat and should not be forced to be vegetarian.,Some leaders of the vegetarian & vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
